seats,is_trial,tenure_days,total_subscriptions,active_subscriptions,churned_subscriptions,total_mrr,avg_mrr,max_mrr,total_arr,num_upgrades,num_downgrades,num_trials,has_auto_renew,pct_annual_billing,subscription_duration_avg,sub_churn_ratio,ever_upgraded,ever_downgraded,net_plan_movement,total_usage_events,total_usage_count,avg_usage_count,total_usage_duration_secs,avg_usage_duration_secs,total_error_count,avg_error_count,unique_features_used,beta_feature_usage_count,usage_days,days_since_last_usage,error_rate,feature_breadth_ratio,usage_density,total_tickets,avg_resolution_hours,max_resolution_hours,avg_first_response_mins,avg_satisfaction_score,min_satisfaction_score,num_escalated,num_urgent_tickets,num_high_tickets,pct_urgent,escalation_rate,has_low_satisfaction,critical_ticket_count,churn_event_count,total_refund_usd,avg_refund_usd,had_preceding_upgrade,had_preceding_downgrade,is_reactivation,days_since_last_churn,plan_tier_encoded,latest_plan_tier_encoded,tenure_bucket_encoded,seats_bucket_encoded,recency_bucket_encoded,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,main_churn_reason_budget,main_churn_reason_competitor,main_churn_reason_features,main_churn_reason_none,main_churn_reason_pricing,main_churn_reason_support,main_churn_reason_unknown,target
22,1,206,9,8,1,21160,2351.1111111111113,4378,253920,1,1,0,1,0.4444444444444444,110.55555555555556,0.1111111111111111,1,1,0,47,457,9.72340425531915,133864,2848.1702127659573,34,0.723404255319149,26,6,47,26,0.723404255319149,0.65,1.0,4.0,24.25,47.0,119.5,4.0,3.0,0.0,2.0,1.0,0.5,0.0,0.0,3.0,2.0,17.42,8.71,True,False,False,81.0,2,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13,0,37,12,12,0,27765,2313.75,7562,333180,1,1,1,1,0.3333333333333333,16.166666666666668,0.0,1,1,0,59,627,10.627118644067796,188154,3189.0508474576272,29,0.4915254237288136,27,4,56,4,0.4915254237288136,0.675,1.0535714285714286,3.0,39.0,57.0,128.33333333333334,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,False,False,False,23.0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
34,0,71,7,6,1,15470,2210.0,6766,185640,1,0,2,1,0.42857142857142855,42.0,0.14285714285714285,1,0,1,45,463,10.28888888888889,152435,3387.4444444444443,30,0.6666666666666666,28,3,44,1,0.6666666666666666,0.7,1.0227272727272727,4.0,20.0,62.0,69.25,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,False,True,False,36.0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
16,0,112,4,4,0,4861,1215.25,3184,58332,0,0,0,1,0.5,53.5,0.0,0,0,0,25,244,9.76,74890,2995.6,7,0.28,20,2,25,42,0.28,0.5,1.0,2.0,33.5,59.0,105.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,2.0,5.0,156.45000000000002,31.290000000000003,True,True,False,5.0,1,2,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
31,0,277,10,9,1,39120,3912.0,8955,469440,1,1,1,1,0.2,119.6,0.1,1,1,0,39,438,11.23076923076923,141649,3632.025641025641,18,0.46153846153846156,27,4,39,21,0.46153846153846156,0.675,1.0,4.0,47.5,69.0,98.0,3.0,3.0,1.0,1.0,2.0,0.25,0.25,0.0,3.0,2.0,0.0,0.0,False,False,False,198.0,1,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
40,0,324,7,6,1,43521,6217.285714285715,15721,522252,3,0,1,1,0.7142857142857143,200.28571428571428,0.14285714285714285,1,0,3,38,387,10.18421052631579,114913,3024.0263157894738,13,0.34210526315789475,20,4,37,33,0.34210526315789475,0.5,1.027027027027027,3.0,40.0,71.0,75.33333333333333,4.333333333333333,4.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,262.0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23,0,705,7,6,1,19435,2776.4285714285716,4577,233220,2,0,2,1,0.7142857142857143,384.85714285714283,0.14285714285714285,1,0,2,43,451,10.488372093023257,128119,2979.5116279069766,21,0.4883720930232558,26,2,43,18,0.4883720930232558,0.65,1.0,5.0,36.0,63.0,89.8,4.5,4.0,0.0,1.0,1.0,0.2,0.0,0.0,2.0,2.0,0.0,0.0,False,False,False,80.0,2,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
27,0,611,11,10,1,12557,1141.5454545454545,2548,150684,1,1,1,1,0.45454545454545453,210.63636363636363,0.09090909090909091,1,1,0,59,582,9.864406779661017,174162,2951.898305084746,28,0.4745762711864407,30,7,57,2,0.4745762711864407,0.75,1.0350877192982457,4.0,53.75,71.0,82.75,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
41,1,105,11,8,3,18860,1714.5454545454545,8159,226320,0,0,1,1,0.36363636363636365,50.54545454545455,0.2727272727272727,0,0,0,62,619,9.983870967741936,177209,2858.2096774193546,38,0.6129032258064516,32,9,58,18,0.6129032258064516,0.8,1.0689655172413792,1.0,24.0,24.0,5.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,23.97,23.97,True,False,False,84.0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,606,14,12,2,21104,1507.4285714285713,8557,253248,2,0,5,1,0.5,222.28571428571428,0.14285714285714285,1,0,2,61,628,10.295081967213115,196491,3221.1639344262294,33,0.5409836065573771,30,9,60,27,0.5409836065573771,0.75,1.0166666666666666,3.0,35.0,59.0,91.33333333333333,3.6666666666666665,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,False,False,401.0,0,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3,0,1,6,6,0,9552,1592.0,8557,114624,0,0,2,1,0.3333333333333333,1.0,0.0,0,0,0,26,237,9.115384615384615,72569,2791.1153846153848,24,0.9230769230769231,18,2,26,100,0.9230769230769231,0.45,1.0,3.0,47.666666666666664,65.0,75.33333333333333,4.333333333333333,4.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,2,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14,1,376,8,8,0,30376,3797.0,11940,364512,0,1,0,1,0.625,257.5,0.0,0,1,-1,44,448,10.181818181818182,145908,3316.090909090909,16,0.36363636363636365,26,7,43,43,0.36363636363636365,0.65,1.0232558139534884,5.0,39.6,65.0,122.0,3.6666666666666665,3.0,0.0,1.0,3.0,0.2,0.0,0.0,4.0,1.0,7.92,7.92,False,False,False,153.0,1,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
19,0,570,10,10,0,21400,2140.0,7761,256800,1,0,2,1,0.3,179.5,0.0,1,0,1,64,617,9.640625,183585,2868.515625,43,0.671875,32,3,61,3,0.671875,0.8,1.0491803278688525,3.0,37.333333333333336,59.0,102.33333333333333,4.0,3.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,0,607,14,14,0,31108,2222.0,9751,373296,2,0,1,1,0.5714285714285714,314.35714285714283,0.0,1,0,2,65,687,10.569230769230769,187183,2879.7384615384617,45,0.6923076923076923,29,10,62,11,0.6923076923076923,0.725,1.0483870967741935,3.0,13.666666666666666,26.0,87.66666666666667,3.5,3.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,1,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
30,1,705,12,12,0,36112,3009.3333333333335,6468,433344,3,0,0,1,0.4166666666666667,312.8333333333333,0.0,1,0,3,62,640,10.32258064516129,200957,3241.2419354838707,28,0.45161290322580644,30,6,60,2,0.45161290322580644,0.75,1.0333333333333334,2.0,64.0,65.0,86.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,174.92,87.46,False,False,False,417.0,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
15,0,167,11,11,0,19597,1781.5454545454545,5174,235164,4,0,2,1,0.6363636363636364,89.36363636363636,0.0,1,0,4,53,574,10.830188679245284,179405,3385.0,12,0.22641509433962265,31,3,51,3,0.22641509433962265,0.775,1.0392156862745099,5.0,39.6,68.0,130.0,4.333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,64.22,21.406666666666666,False,False,True,16.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20,0,415,10,9,1,17315,1731.5,3980,207780,2,1,2,1,0.4,256.0,0.1,1,1,1,56,550,9.821428571428571,154998,2767.8214285714284,34,0.6071428571428571,31,10,55,5,0.6071428571428571,0.775,1.018181818181818,2.0,33.5,55.0,80.0,4.5,4.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,True,False,False,241.0,2,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
55,0,311,13,13,0,29884,2298.769230769231,10945,358608,0,0,4,1,0.07692307692307693,116.07692307692308,0.0,0,0,0,88,866,9.840909090909092,269595,3063.5795454545455,46,0.5227272727272727,33,11,84,4,0.5227272727272727,0.825,1.0476190476190477,4.0,27.0,43.0,88.25,4.0,4.0,0.0,2.0,1.0,0.5,0.0,0.0,3.0,1.0,11.83,11.83,False,False,False,235.0,0,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7,0,407,9,7,2,14293,1588.111111111111,5572,171516,0,2,1,1,0.4444444444444444,169.44444444444446,0.2222222222222222,0,1,-2,36,360,10.0,102483,2846.75,20,0.5555555555555556,24,2,36,20,0.5555555555555556,0.6,1.0,7.0,32.0,64.0,100.57142857142857,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,False,False,False,0.0,1,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
17,0,600,14,14,0,18909,1350.642857142857,5047,226908,1,0,3,1,0.5,283.85714285714283,0.0,1,0,1,70,743,10.614285714285714,198728,2838.9714285714285,31,0.44285714285714284,32,9,69,11,0.44285714285714284,0.8,1.0144927536231885,2.0,43.5,50.0,54.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,6.38,6.38,False,False,False,118.0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,288,8,8,0,9640,1205.0,6368,115680,1,1,3,1,0.75,179.625,0.0,1,1,0,35,362,10.342857142857143,121184,3462.4,32,0.9142857142857143,23,3,34,65,0.9142857142857143,0.575,1.0294117647058822,3.0,41.333333333333336,62.0,89.33333333333333,4.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,0,2,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
69,0,201,13,10,3,64653,4973.307692307692,13731,775836,0,1,0,1,0.6153846153846154,112.15384615384616,0.23076923076923078,0,1,-1,69,692,10.028985507246377,181335,2628.0434782608695,40,0.5797101449275363,31,10,66,2,0.5797101449275363,0.775,1.0454545454545454,5.0,37.8,64.0,49.0,4.6,4.0,1.0,1.0,1.0,0.2,0.2,0.0,2.0,2.0,39.09,19.545,True,False,True,65.0,1,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
28,1,5,11,11,0,23800,2163.6363636363635,5572,285600,0,0,1,1,0.2727272727272727,2.909090909090909,0.0,0,0,0,54,539,9.981481481481481,174670,3234.6296296296296,39,0.7222222222222222,31,8,52,54,0.7222222222222222,0.775,1.0384615384615385,8.0,29.75,56.0,81.625,3.8333333333333335,3.0,1.0,1.0,0.0,0.125,0.125,0.0,1.0,2.0,0.0,0.0,False,True,False,2.0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
7,0,651,11,9,2,10636,966.9090909090909,1421,127632,2,0,0,1,0.36363636363636365,325.54545454545456,0.18181818181818182,1,0,2,47,473,10.063829787234043,144853,3081.978723404255,16,0.3404255319148936,26,3,46,1,0.3404255319148936,0.65,1.0217391304347827,3.0,58.0,64.0,76.0,3.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,2.0,1.0,83.06,83.06,False,False,False,355.0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22,0,603,16,13,3,68489,4280.5625,17711,821868,4,1,1,1,0.5,272.75,0.1875,1,1,3,76,725,9.539473684210526,221904,2919.7894736842104,43,0.5657894736842105,38,9,71,9,0.5657894736842105,0.95,1.0704225352112675,4.0,40.25,68.0,68.25,3.6666666666666665,3.0,1.0,1.0,2.0,0.25,0.25,0.0,3.0,2.0,0.0,0.0,False,False,False,327.0,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
117,0,75,10,9,1,138060,13806.0,23283,1656720,1,1,0,1,0.3,47.8,0.1,1,1,0,49,488,9.959183673469388,144771,2954.5102040816328,33,0.673469387755102,30,6,47,28,0.673469387755102,0.75,1.0425531914893618,4.0,39.25,56.0,76.25,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0,556,7,7,0,5384,769.1428571428571,1990,64608,0,0,1,1,0.42857142857142855,251.85714285714286,0.0,0,0,0,34,343,10.088235294117647,105853,3113.323529411765,18,0.5294117647058824,22,1,33,43,0.5294117647058824,0.55,1.0303030303030303,5.0,30.6,65.0,98.4,3.5,3.0,0.0,1.0,1.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,1,0,3,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,1,154,11,10,1,16516,1501.4545454545455,4776,198192,3,0,2,1,0.6363636363636364,74.72727272727273,0.09090909090909091,1,0,3,47,490,10.425531914893616,132075,2810.1063829787236,21,0.44680851063829785,26,3,46,1,0.44680851063829785,0.65,1.0217391304347827,3.0,30.333333333333332,59.0,78.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,84.75,84.75,False,False,False,143.0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,0,685,5,5,0,6025,1205.0,4179,72300,1,0,1,1,0.8,316.8,0.0,1,0,1,22,232,10.545454545454545,60604,2754.7272727272725,8,0.36363636363636365,13,4,22,30,0.36363636363636365,0.325,1.0,4.0,26.25,48.0,120.5,4.0,3.0,0.0,1.0,1.0,0.25,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,2,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3,0,305,9,9,0,3389,376.55555555555554,1178,40668,0,0,3,1,0.4444444444444444,127.0,0.0,0,0,0,46,461,10.021739130434783,142276,3092.9565217391305,31,0.6739130434782609,27,4,45,30,0.6739130434782609,0.675,1.0222222222222221,5.0,28.8,62.0,96.4,4.0,3.0,0.0,2.0,2.0,0.4,0.0,0.0,4.0,0.0,0.0,0.0,False,False,False,0.0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10,0,173,2,2,0,190,95.0,190,2280,0,0,1,1,0.5,84.5,0.0,0,0,0,10,92,9.2,32629,3262.9,0,0.0,9,0,10,14,0.0,0.225,1.0,6.0,23.166666666666668,41.0,112.0,4.25,3.0,1.0,3.0,1.0,0.5,0.16666666666666666,0.0,4.0,1.0,0.0,0.0,False,False,False,101.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,0,481,8,8,0,4544,568.0,1862,54528,1,0,4,1,0.5,191.0,0.0,1,0,1,31,288,9.290322580645162,80419,2594.1612903225805,9,0.2903225806451613,20,2,31,4,0.2903225806451613,0.5,1.0,2.0,53.0,56.0,119.5,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,False,True,False,293.0,2,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
44,0,670,7,4,3,16896,2413.714285714286,8756,202752,0,0,1,1,0.42857142857142855,401.7142857142857,0.42857142857142855,0,0,0,29,296,10.206896551724139,94866,3271.2413793103447,11,0.3793103448275862,20,1,27,41,0.3793103448275862,0.5,1.0740740740740742,3.0,13.0,25.0,70.33333333333333,3.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,539.0,1,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,523,12,12,0,4910,409.1666666666667,1960,58920,1,0,4,1,0.5833333333333334,220.08333333333334,0.0,1,0,1,45,456,10.133333333333333,144844,3218.7555555555555,24,0.5333333333333333,26,1,45,16,0.5333333333333333,0.65,1.0,3.0,30.666666666666668,51.0,115.0,4.666666666666667,4.0,0.0,1.0,2.0,0.3333333333333333,0.0,0.0,3.0,3.0,0.0,0.0,False,True,False,188.0,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
39,0,405,16,16,0,52089,3255.5625,13731,625068,1,0,2,1,0.5,233.25,0.0,1,0,1,62,601,9.693548387096774,177512,2863.0967741935483,28,0.45161290322580644,32,4,59,12,0.45161290322580644,0.8,1.0508474576271187,7.0,32.857142857142854,63.0,113.42857142857143,4.333333333333333,3.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,1,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,204,19,17,2,12671,666.8947368421053,2107,152052,0,0,4,1,0.42105263157894735,102.94736842105263,0.10526315789473684,0,0,0,85,885,10.411764705882353,276337,3251.0235294117647,76,0.8941176470588236,37,8,83,8,0.8941176470588236,0.925,1.0240963855421688,7.0,45.0,69.0,86.14285714285714,4.4,3.0,0.0,3.0,1.0,0.42857142857142855,0.0,0.0,4.0,2.0,0.0,0.0,True,False,False,51.0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
29,0,606,10,9,1,20612,2061.2,9353,247344,1,0,1,1,0.5,277.0,0.1,1,0,1,56,564,10.071428571428571,158143,2823.9821428571427,29,0.5178571428571429,32,1,56,43,0.5178571428571429,0.8,1.0,5.0,28.8,53.0,121.0,3.6666666666666665,3.0,0.0,4.0,1.0,0.8,0.0,0.0,5.0,0.0,0.0,0.0,False,False,False,0.0,0,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
19,1,680,5,4,1,13295,2659.0,4802,159540,1,0,1,1,0.4,386.4,0.2,1,0,1,20,194,9.7,62650,3132.5,15,0.75,17,2,19,22,0.75,0.425,1.0526315789473684,2.0,20.5,22.0,143.0,5.0,5.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,2.0,54.94,27.47,False,False,False,250.0,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
50,0,477,12,12,0,48647,4053.9166666666665,9950,583764,1,0,2,1,0.5,266.8333333333333,0.0,1,0,1,68,682,10.029411764705882,209315,3078.1617647058824,47,0.6911764705882353,34,2,67,14,0.6911764705882353,0.85,1.0149253731343284,6.0,43.0,69.0,67.5,3.2,3.0,0.0,1.0,3.0,0.16666666666666666,0.0,0.0,4.0,3.0,0.0,0.0,False,False,False,49.0,2,1,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
13,1,411,12,12,0,21450,1787.5,6169,257400,2,0,2,1,0.5,230.41666666666666,0.0,1,0,2,60,613,10.216666666666667,186122,3102.0333333333333,34,0.5666666666666667,30,6,55,8,0.5666666666666667,0.75,1.0909090909090908,4.0,8.0,22.0,123.75,4.333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.75,13.875,False,False,False,40.0,2,2,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
23,0,253,10,8,2,23359,2335.9,9751,280308,1,1,2,1,0.5,143.2,0.2,1,1,0,55,524,9.527272727272727,158412,2880.2181818181816,37,0.6727272727272727,29,8,53,8,0.6727272727272727,0.725,1.0377358490566038,5.0,55.0,72.0,88.6,4.0,3.0,1.0,0.0,2.0,0.0,0.2,0.0,2.0,1.0,0.0,0.0,True,False,False,174.0,0,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13,1,639,7,7,0,2622,374.57142857142856,1225,31464,2,0,2,1,0.42857142857142855,334.42857142857144,0.0,1,0,2,35,314,8.971428571428572,101719,2906.2571428571428,26,0.7428571428571429,21,0,34,11,0.7428571428571429,0.525,1.0294117647058822,3.0,16.333333333333332,26.0,131.66666666666666,3.5,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6,0,134,10,10,0,21324,2132.4,5373,255888,1,1,0,1,0.4,51.3,0.0,1,1,0,34,344,10.117647058823529,126757,3728.1470588235293,23,0.6764705882352942,25,4,33,10,0.6764705882352942,0.625,1.0303030303030303,1.0,36.0,36.0,31.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
12,1,120,9,9,0,7415,823.8888888888889,2388,88980,1,3,3,1,0.3333333333333333,57.888888888888886,0.0,1,1,-2,47,477,10.148936170212766,146053,3107.5106382978724,29,0.6170212765957447,26,4,45,7,0.6170212765957447,0.65,1.0444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,False,False,36.0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
9,0,290,5,5,0,4194,838.8,1791,50328,1,0,1,1,0.8,154.6,0.0,1,0,1,28,305,10.892857142857142,106292,3796.1428571428573,21,0.75,22,5,28,18,0.75,0.55,1.0,6.0,39.0,60.0,100.83333333333333,4.25,3.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,2.0,2.0,0.0,0.0,True,False,True,222.0,1,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,0,357,8,8,0,8522,1065.25,4378,102264,0,0,2,1,0.375,220.0,0.0,0,0,0,46,447,9.717391304347826,149032,3239.8260869565215,30,0.6521739130434783,28,5,44,37,0.6521739130434783,0.7,1.0454545454545454,6.0,48.333333333333336,71.0,95.83333333333333,4.25,3.0,1.0,1.0,2.0,0.16666666666666666,0.16666666666666666,0.0,3.0,1.0,0.0,0.0,False,False,True,84.0,2,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
30,1,532,7,7,0,19379,2768.4285714285716,6766,232548,2,2,2,1,0.42857142857142855,241.85714285714286,0.0,1,1,0,43,425,9.883720930232558,141115,3281.7441860465115,34,0.7906976744186046,27,4,41,27,0.7906976744186046,0.675,1.048780487804878,4.0,32.5,53.0,62.75,4.0,3.0,1.0,0.0,2.0,0.0,0.25,0.0,2.0,2.0,0.0,0.0,False,False,False,382.0,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,215,13,12,1,22642,1741.6923076923076,15124,271704,1,1,2,1,0.38461538461538464,128.30769230769232,0.07692307692307693,1,1,0,65,667,10.261538461538462,200727,3088.107692307692,32,0.49230769230769234,28,7,65,13,0.49230769230769234,0.7,1.0,2.0,66.0,67.0,79.0,4.0,4.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,False,False,False,83.0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0,35,6,5,1,1560,260.0,735,18720,0,0,3,1,0.6666666666666666,12.166666666666666,0.16666666666666666,0,0,0,26,262,10.076923076923077,77458,2979.153846153846,14,0.5384615384615384,23,4,26,40,0.5384615384615384,0.575,1.0,2.0,14.5,17.0,81.5,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,False,True,False,15.0,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
24,0,349,14,14,0,30958,2211.285714285714,8159,371496,2,0,2,1,0.6428571428571429,186.5,0.0,1,0,2,59,592,10.033898305084746,182031,3085.271186440678,35,0.5932203389830508,28,6,57,11,0.5932203389830508,0.7,1.0350877192982457,2.0,30.0,55.0,62.5,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,214.0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
7,0,528,11,10,1,5624,511.27272727272725,2189,67488,2,0,1,1,0.2727272727272727,245.54545454545453,0.09090909090909091,1,0,2,59,598,10.135593220338983,176630,2993.728813559322,28,0.4745762711864407,32,6,58,3,0.4745762711864407,0.8,1.0172413793103448,3.0,48.0,65.0,67.0,4.5,4.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,False,False,False,143.0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
